"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"339","R_33a1N1sAsUXM46o","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Good","Agree","Strongly Agree","Agree","Strongly Agree","Probably not","Maybe","Probably not","Good","Very good","Fair","Fair","Poor","Poor","Fair","Yes, but I did not attend",NA,"Yes","Yes","Fair","Fair","Good","Fair","N/A","Very helpful","Somewhat helpful","Very helpful","Not very helpful","Not at all helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Not very helpful","No",NA,"No",NA,"0","3","Yes","4","0","Other - Specify:","I have a job in a nonacademic field",NA,NA,NA,NA,NA,NA,NA,"Technology",NA,"Other Occupations","Other Occupation, Not specified elsewhere",NA,"Technology","Internet publishing and broadcasting","Other Occupations","Other Occupation, Not specified elsewhere",NA,"Technology","Internet publishing and broadcasting","Other Occupations","Other Occupation, Not specified elsewhere",NA,"Technology","Internet publishing and broadcasting","Other Occupations","Other Occupation, Not specified elsewhere",NA,"Content Writer","N/A","Yes",NA,"Boston","Definitely not","Maybe","Probably not","Good","Good","Fair","Poor","Poor","Fair","Good","Agree","Agree","Agree","Strongly Agree","A major obstacle","Not an obstacle","A major obstacle","A major obstacle","A major obstacle","Not applicable",NA,NA,NA,"English","Male",1,"12/03/1989","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"340","R_3kv14LztKkj66vx","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Poor","Fair","Ambivalent","Disagree","Ambivalent","Strongly Disagree","Definitely not","Definitely not","Probably not","Good","Good","Fair","Poor","Good","Fair","Fair","I don't remember",NA,"Yes","Yes","Good","N/A","Fair","Very Good","Good","Not very helpful","Not at all helpful","Very helpful","Not very helpful","Not at all helpful","Not at all helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Not at all helpful","N/A","9","No","3","2","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,"A freelancer, consultant","Academic institution or research institution","Yes","Non-tenure track faculty appointment",NA,"Education","4-year college or university","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visiting Assistant Professor","Bucknell University","Yes",NA,"Lewisburg, PA","Definitely not","Probably not","Definitely not","Good","Very good","Poor","Poor","Good","Poor","Fair","Disagree","Disagree","Ambivalent","Strongly Disagree","A minor obstacle","A minor obstacle","Not an obstacle","A major obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Ethics","Female",2,"09/01/1989","U.S. Citizen",1,"No",2,"Black or African American",2,"African American/Black","Underrepresented Group"
"341","R_2uNX8cEqvN2sna3","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Excellent","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Good","Good","Good","Good","Very good","Very good","Very good","I don't remember",NA,"Yes","No","Very Good","Very Good","Good","Good","Fair","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not very helpful","Yes","Somewhat helpful","Yes","Very helpful","3","4","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Boston University","Yes",NA,"Boston","Probably","Maybe","Probably","Very good","Good","Good","Good","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Not applicable","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Biomedical Engineering","Female",2,"10/05/1992","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"342","R_2Wx0BthBK9ka5AU","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Good","Very good","Good","Good","Poor","Good","No",NA,"Yes","No","Fair","Fair",NA,"Good","Good","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Very helpful","No",NA,"2","4","Yes","0","0","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","No","Non-tenure track faculty appointment",NA,"Education","University-affiliated research institute","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lecturer in Spanish","Tufts University","Yes",NA,NA,"Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Spanish poetry of 20th century","Female",2,"07/18/1981","Permanent U.S. Resident",2,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"343","R_3nAc9PceAoPeqPs","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Strongly Agree","Agree","Agree","Maybe","Maybe","Definitely","Excellent","Excellent","Good","Fair","Very good","Good","Very good","I don't remember",NA,"Yes","Yes","Fair","Good","Very Good","Very Good","Very Good","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","7","2","Yes","4","4","Other - Specify:","Actively seeking other work, but remaining in my lab as post-doc until I find something",NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown/TBD, possibly Postdoctoral Fellow","Boston University","Yes",NA,"Boston","Maybe","Maybe","Definitely","Excellent","Excellent","Very good","Fair","Excellent","Very good","Very good","Agree","Agree","Strongly Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","A major obstacle","A major obstacle","Not applicable",NA,NA,NA,"Chronobiology","Male",1,"04/16/1991","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"344","R_1P80epwQVOYiZPV","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Agree","Agree","Strongly Agree","Probably","Probably","Definitely","Very good","Very good","Good","Good","Fair","Good","Very good","I don't remember",NA,"Yes","Yes","Very Good","Good","Very Good","Good","N/A","Somewhat helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","Yes","Somewhat helpful","No",NA,"0","14","Yes","8","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Non-tenure track faculty appointment",NA,"Education","4-year college or university","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lecturer (Part-Time); & Preceptor (Part-Time)","University of Maine","Yes",NA,"Orono, ME","Probably","Probably","Definitely","Good","Very good","Good","Good","Fair","Good","Very good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"British Literature","Male",1,"03/03/1988","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"345","R_2qk3SzOgPN10qVM","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Good","Good","Ambivalent","Agree","Ambivalent","Agree","Maybe","Probably not","Probably","Good","Good","Poor","Fair","Excellent","Poor","Good","Yes, and I attended","Somewhat Ineffective","No","No","Good","Very Good","Good","Very Good","Good","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","No","N/A - I did not receive advice on this","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","N/A - I did not receive advice on this","Yes","Very helpful","No",NA,"Yes","Very helpful","6","5","No","0","2","Negotiating with one or more specific organizations",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","No","Post-doctoral appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Life Scientists","Agricultural and Food Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","University of Cambridge","No","United Kingdom","Cambridge","Probably not","Probably not","Probably","Good","Good","Poor","Fair","Excellent","Fair","Good","Ambivalent","Agree","Ambivalent","Agree","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Environmental Science","Female",2,"03/08/1990","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"346","R_1hydnH2rjJqrkxu","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Agree","Agree","Agree","Agree","Maybe","Maybe","Probably","Very good","Very good","Very good","Very good","Very good","Good","Very good","No",NA,"Yes","No","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Very helpful","Somewhat helpful","Somewhat helpful","Very helpful","No",NA,"No",NA,"Yes","Very helpful","1","6","Yes","1","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"An established business owner","Industry/for-profit organization","No",NA,NA,"Technology","Computer and Electronic Product Manufacturing","Architecture and Engineering Occupations","Electrical and Electronics Engineers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chip Processing Engineer","Intel","Yes",NA,"Portland, Oregon","Maybe","Maybe","Probably","Good","Very good","Very good","Very good","Very good","Good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"Chemistry/Material Science","Male",1,"05/28/1992","U.S. Citizen",1,"No",2,"Black or African American",2,"African American/Black","Underrepresented Group"
"347","R_3JdXutS5SVj18LJ","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Strongly Agree","Agree","Ambivalent","Agree","Probably","Probably","Probably","Very good","Very good","Very good","Excellent","Very good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","N/A","Good","N/A","N/A","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,"No",NA,"Yes","Very helpful","8","4","Not applicable","1","2","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other","Industry scientist","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist I","Biogen","Yes",NA,"Cambridge","Probably","Probably","Definitely","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Agree","Agree","A major obstacle","Not applicable","Not an obstacle","A minor obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Neuroimmunology","Male",1,"08/26/1984","U.S. Citizen",1,"No",2,"Black or African American,White",4,"Two or More Races","Underrepresented Group"
"348","R_32JHPJEFhU9sNcD","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Fair","Good","Agree","Agree","Agree","Agree","Probably","Probably","Probably","Excellent","Excellent","Excellent","Very good","Very good","Fair","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Fair","Fair","Good","Good","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","Not very helpful","Somewhat helpful","Yes","No","N/A - I did not receive advice on this","N/A - I did not receive advice on this",NA,"N/A - I did not receive advice on this","Very helpful","Very helpful","No",NA,"Yes","Somewhat helpful","Yes","Somewhat helpful","2","10","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Government, elected or civil service","No",NA,NA,"Public Administration (Government)","Housing Programs, Urban Planning, and Community Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Director of Mayor's Housing Innovation Lab","City of Boston","Yes",NA,"Boston","Maybe","Probably","Maybe","Very good","Very good","Very good","Very good","Good","Fair","Good","Agree","Agree","Agree","Agree","A major obstacle","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Sociology","Female",2,NA,"U.S. Citizen",1,"No",2,"Black or African American",2,"African American/Black","Underrepresented Group"
"349","R_1j890otYIlw2E4l","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Fair","Disagree","Disagree","Agree","Agree","Maybe","Probably not","Maybe","Good","Fair","Fair","Fair","Fair","Poor","Fair","Yes, and I attended","Very Effective","Yes","No","Good","Good","Good","Very Good","Fair","Not at all helpful","Not at all helpful","Somewhat helpful","Somewhat helpful","Not at all helpful","Not at all helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not at all helpful","No",NA,"Yes","Somewhat helpful","4","2","Yes","4","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unemployed","unemployed","Yes",NA,"unemployed","Maybe","Definitely not","Maybe","Good","Fair","Fair","Fair","Fair","Poor","Fair","Ambivalent","Ambivalent","Agree","Agree","A major obstacle",NA,"A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A major obstacle",3,"depression","Chemistry and materials science","Female",2,"12/16/1992","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"350","R_1eUBFNNX0hCqGFs","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Good","Very good","Strongly Agree","Strongly Agree","Ambivalent","Strongly Agree","Probably","Definitely","Probably","Excellent","Excellent","Excellent","Excellent","Excellent","Fair","Very good","Yes, and I attended","Somewhat Effective","No","No","Excellent","Excellent","Excellent","Excellent","Excellent","Not very helpful","Very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Yes","Somewhat helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Very helpful","Yes","Somewhat helpful","No",NA,"10","5","Yes","3","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably","Probably","Probably","Excellent","Excellent","Excellent","Excellent","Excellent","Fair","Excellent","Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","Not applicable","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Biophysics","Female",2,"04/22/1993","U.S. Citizen",1,"Yes",1,NA,7,"Hispanic/Latinx","Underrepresented Group"
"351","R_2xK9jp8ZEcBHK0V","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Agree","Strongly Agree","Ambivalent","Strongly Agree","Probably","Probably","Probably","Good","Good","Very good","Very good","Very good","Fair","Very good","I don't remember",NA,"Yes","No","Fair","Very Good","Very Good","Good","Very Good","Somewhat helpful","Very helpful","Very helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Yes","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","No",NA,"No",NA,"Yes","Very helpful","9","7","Yes","3","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services",NA,"Scientists, Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research Associate","Charles River Laboratories","Yes",NA,"Baltimore","Probably","Probably","Probably","Good","Very good","Good","Very good","Very good","Fair","Very good","Agree","Strongly Agree","Disagree","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Pharmacology","Male",1,"09/04/1992","U.S. Citizen",1,"No",2,"Black or African American,White",4,"Two or More Races","Underrepresented Group"
"352","R_2YypD8LDuJxpOkF","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Disagree","Agree","Probably","Definitely","Probably","Good","Good","Good","Very good","Very good","Excellent","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Very Good","Very Good","Very Good","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Not at all helpful","No",NA,"Yes","Very helpful","0","20","Yes","4","3","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A freelancer, consultant","Industry/for-profit organization","Yes","Other",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Architecture and Engineering Occupations","Mechanical Engineers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Project Engineer","Triton Systems","Yes",NA,"Chelmsford, MA","Probably","Probably","Probably","Good","Good","Good","Good","Good","Excellent","Very good","Agree","Agree","Disagree","Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Engineering","Male",1,"05/23/1994","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"353","R_roO6WaXBAI2YzPX","PhD","College I","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Excellent","Fair","Excellent","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Very helpful","Yes","Very helpful","3","20","Not applicable","0","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","University-affiliated research institute","Other Occupations","Philanthropists, Humanists, Philosophers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Theology","Male",1,"06/08/1986","U.S. Citizen",1,"No",2,"Black or African American",2,"African American/Black","Underrepresented Group"
"354","R_3MLmeUExXPfZdz8","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Good","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Good","Very Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","No",NA,"Yes","Very helpful","No",NA,"1","2","No","0","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","No","Non-tenure track faculty appointment",NA,"Education",NA,"Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assistant Teaching Professor","Northeastern University","Yes",NA,"Boston","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Hispanich literatures","Male",1,"01/26/1976","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"355","R_A4CEfjbaTraAyxb","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Definitely","Definitely","Definitely","Excellent","Very good","Excellent","Excellent","Excellent","Very good","Excellent","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Excellent","Very Good","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","Very helpful","Very helpful","Somewhat helpful","No",NA,"No",NA,"No",NA,"3","2","Yes","4","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Boston, MA","Definitely","Definitely","Definitely","Very good","Very good","Excellent","Excellent","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Immunology","Male",1,"07/13/1993","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"356","R_PzbKkgHTFmAbE7D","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Excellent","Strongly Agree","Agree","Agree","Ambivalent","Probably","Definitely","Definitely","Very good","Fair","Good","Fair","Excellent","Fair","Good","I don't remember",NA,"Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","Not at all helpful","Not very helpful","Yes","No","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Not at all helpful","No",NA,"Yes","Very helpful","10","3","Yes","1","2","Other - Specify:","Attempting to raise funds for a start up",NA,NA,NA,NA,NA,NA,NA,"Manufacturing","Biotech, Pharmaceutical, or Chem. Manufacturing","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTO","Neptune Bio","Yes",NA,"Cambridge","Probably","Definitely","Definitely","Very good","Fair","Good","Fair","Excellent","Fair","Good","Strongly Agree","Strongly Agree","Agree","Agree","Not an obstacle","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"bioinformatics","Male",1,"01/15/1985","U.S. Citizen",1,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
"357","R_3063eXGdRT6adSE","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Poor","Poor","Strongly Disagree","Disagree","Ambivalent","Strongly Agree","Definitely not","Probably","Definitely not","Fair","Poor","Poor","Fair","Fair","Fair","Poor","Yes, and I attended","Somewhat Effective","Yes","Yes","Poor","Fair","Poor","Fair","Fair","Not very helpful","Not very helpful","Somewhat helpful","Not very helpful","Not at all helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Not at all helpful","Yes","Very helpful","9","5","Yes","3","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Definitely not","Probably","Definitely not","Poor","Fair","Poor","Fair","Good","Fair","Poor","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","A minor obstacle","Not an obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle","A major obstacle",3,"Exploitative faculty","Biology",NA,3,"11/24/1989","Permanent U.S. Resident",2,"Yes",1,"White",7,"Hispanic/Latinx","Underrepresented Group"
