"","Q8","STEM_Non-STEM","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q23","Q24","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q38","Q39","Q40","Q42","Q45","Q46","Q47","Q48","Q49","Q90_1","Q99","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","Sex_ANOVA_Code","Citizenship_ANOVA_Code","Hispanic_Latino_ANOVA_Code","Race_Ethnicy_ANOVA_Code","Underrepresented"
"198",1,0,4,3,3,4,4,4,5,3,5,2,3,5,2,3,3,3,3,0,1,0,4,4,4,4,3,4,1,1,3,1,1,"0","10",1,"5","0",2,1,3,5,2,3,5,2,3,3,3,2,4,3,4,5,2,2,3,2,1,0,2,1,2,5,1
"199",3,1,3,3,4,4,4,4,4,4,5,3,4,3,4,4,3,4,4,1,1,1,4,4,4,4,4,4,0,1,4,0,0,"7","2",1,"4","1",1,1,3,5,4,3,3,4,4,3,4,4,5,4,4,4,1,1,1,2,1,1,2,1,2,5,1
"200",6,1,5,3,4,4,5,4,5,4,5,4,5,4,5,5,5,5,4,1,1,1,4,4,3,4,0,4,0,1,2,0,1,"8-10","8",1,"7","3",1,1,4,5,4,4,3,5,4,5,5,5,4,5,4,5,2,1,2,1,2,1,1,1,2,5,1
"201",3,1,3,3,4,4,4,4,5,4,5,4,3,3,3,4,3,4,4,2,1,1,3,3,0,0,0,0,1,1,3,0,0,"9","10",1,"18","3",1,1,4,5,5,3,3,3,3,4,4,4,4,4,4,5,3,2,2,2,1,0,1,1,2,1,1
"202",5,0,5,1,4,2,4,4,5,5,3,5,4,3,5,4,4,4,4,1,1,0,4,4,4,4,0,4,1,1,2,0,1,"2","4",1,"11","0",2,1,5,3,5,4,3,5,5,3,4,4,2,4,3,5,1,1,1,1,1,1,1,1,2,5,1
"203",NA,0,5,4,5,4,5,4,5,3,4,4,4,3,3,3,4,1,4,2,1,1,3,4,4,2,2,1,1,1,4,1,1,"7","25",1,"14","2",2,1,3,5,4,3,4,3,3,4,1,3,5,4,4,4,2,1,1,2,1,0,2,1,2,5,1
"204",1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,1,1,4,4,4,4,4,4,1,1,4,0,0,"3","5",1,"0","0",2,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,1,1,1,1,1,1,1,2,5,1
"205",1,1,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,1,1,1,4,4,4,4,4,4,0,1,4,0,1,"0","14",0,"3","2",1,1,5,5,5,5,4,5,4,5,4,5,4,5,4,5,2,1,2,2,1,1,1,1,2,5,1
"206",1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,3,1,1,3,1,1,"5","2",1,"2","1",7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,1,0,2,1,2,1,1
"207",3,1,4,2,4,5,4,4,3,4,5,5,5,4,3,5,5,5,4,1,1,1,4,4,4,4,4,4,1,1,4,0,0,"12","4",1,"8","3",4,1,4,5,5,4,4,5,5,5,5,5,5,5,4,3,2,1,1,2,1,1,1,1,2,1,1
"208",1,0,4,4,3,3,4,5,5,3,5,3,4,4,3,2,2,3,3,1,0,0,2,3,3,2,1,1,0,1,4,1,0,"0","10",1,"1","0",2,1,3,5,3,3,4,3,2,1,2,3,3,4,5,5,3,1,3,2,1,1,2,1,2,5,1
"209",6,1,5,5,5,4,4,4,5,5,5,5,3,3,3,3,5,1,4,1,1,0,4,4,3,4,2,2,0,1,2,0,1,"0","2",1,"4","0",1,1,5,5,5,3,3,3,3,5,1,5,4,5,5,4,1,1,1,1,1,1,2,1,2,5,1
"210",NA,1,4,3,3,4,5,3,4,4,5,4,3,4,4,4,3,3,3,0,1,1,4,4,3,3,2,3,1,1,4,1,1,"3","6",1,"3","3",1,1,3,5,3,3,3,4,5,3,2,3,4,5,3,4,3,1,1,1,1,0,1,1,2,5,1
"211",1,1,2,2,2,4,4,3,4,2,3,3,3,3,2,2,4,2,3,2,0,0,3,2,2,0,3,3,0,1,4,1,1,"10","4",1,"2","1",7,1,2,4,3,2,2,2,3,4,2,3,4,4,4,4,1,1,2,2,1,1,1,1,2,5,1
"212",1,1,4,3,4,4,4,4,5,4,5,4,4,5,3,3,4,3,4,1,1,0,4,4,4,3,2,3,1,1,4,1,1,"4","2",1,"2","2",NA,1,4,5,4,4,5,4,3,4,3,4,4,4,4,5,1,NA,2,1,1,1,2,1,2,5,1
"213",1,1,3,3,3,5,4,4,4,4,4,3,4,5,5,4,5,3,4,2,0,0,4,4,4,4,4,4,0,1,3,0,1,"5","6",1,"1","1",7,1,4,4,3,4,5,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,1
"214",1,0,5,5,5,5,5,4,5,5,5,5,4,4,5,4,2,5,5,NA,1,0,4,4,4,4,0,4,1,1,2,1,0,"2","8",1,"4","2",2,NA,4,5,5,5,4,5,4,2,5,5,5,5,4,5,2,2,1,2,1,0,1,1,2,5,1
"215",1,1,1,1,1,1,2,4,4,2,1,2,3,4,1,2,2,3,2,1,1,0,2,1,2,0,0,0,1,1,4,1,1,"0","5",1,"1","0",4,1,2,3,3,3,3,1,1,3,3,2,1,1,3,4,3,2,3,2,1,1,2,1,2,1,1
"216",1,1,1,1,1,2,2,1,3,2,4,2,2,2,1,2,1,1,1,1,0,0,1,2,1,1,1,1,0,1,3,1,1,"3","1",0,"0","0",1,1,2,4,1,2,2,1,2,1,1,2,2,2,2,3,1,1,3,2,1,0,1,1,2,4,1
"217",1,0,5,4,5,4,5,5,5,5,5,5,5,5,3,4,3,2,4,1,1,0,4,3,4,2,2,2,0,1,4,1,1,"0","4",1,"0","0",2,1,4,3,5,4,4,4,4,2,2,4,4,5,5,5,3,1,1,1,1,1,1,1,2,5,1
"218",1,1,4,3,3,4,4,3,5,3,5,4,5,5,3,5,2,4,5,1,1,1,4,4,2,3,3,0,0,1,3,1,1,"6","3",1,"0","0",1,1,3,5,4,4,4,3,4,3,2,4,4,3,4,5,1,1,2,2,1,1,2,1,2,5,1
"219",1,1,4,4,3,4,4,4,4,4,2,3,3,4,3,2,2,2,4,1,1,0,4,4,4,0,2,1,0,1,3,1,1,"9","1",1,"4","1",1,1,4,2,3,3,4,3,3,2,2,4,4,4,4,5,0,1,1,1,1,1,2,1,2,5,1
"220",3,1,3,4,4,5,5,5,5,5,2,4,5,5,5,5,4,4,5,2,1,1,4,4,4,4,4,4,1,1,3,0,0,"7","1",1,"1","1",1,1,5,2,4,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,2,1,2,1,1
"221",3,1,2,3,3,4,4,4,4,4,4,3,2,2,2,3,4,2,3,0,1,0,3,3,3,2,2,2,1,0,NA,0,0,"0","13",1,"5","0",NA,1,4,4,3,2,2,2,3,4,3,3,4,4,4,4,1,1,2,1,1,1,2,1,2,5,1
"222",3,1,1,1,1,1,2,2,5,3,3,3,4,5,5,5,5,2,4,1,1,1,3,4,4,3,3,3,1,1,4,1,1,"10","0",0,"5",NA,1,1,2,4,3,4,5,5,5,5,1,4,4,4,5,5,3,0,0,3,0,0,1,1,2,1,1
"223",1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,1,1,1,4,4,4,4,4,4,1,1,1,0,1,"6","4",1,"4","1",1,1,4,5,5,4,5,5,5,4,5,5,5,5,5,5,0,1,1,1,1,0,2,1,2,5,1
"224",1,1,3,3,4,4,4,4,4,4,5,5,2,2,4,3,4,3,3,1,1,0,4,4,4,4,0,4,1,1,4,0,1,"4","14",1,"15","4",1,1,4,5,5,3,2,4,3,4,4,4,4,4,4,4,1,1,1,2,2,1,1,1,2,5,1
"225",1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,1,1,4,4,0,0,0,0,0,0,NA,0,1,"10","5",1,"3","2",1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,6,1
"226",1,1,4,4,4,5,5,5,5,5,5,5,3,3,5,4,3,3,4,2,1,0,3,4,3,3,0,4,NA,1,3,1,0,"6","10",1,"3","1",NA,0,4,4,4,3,3,4,4,3,4,4,5,5,5,5,1,1,1,1,1,0,1,1,2,1,1
"227",1,0,5,4,4,5,5,5,5,5,5,3,5,5,3,5,5,3,5,1,1,0,4,4,4,0,4,3,NA,1,4,1,1,"1","0",2,"0","0",6,1,5,5,3,5,5,4,5,5,3,5,5,5,5,5,3,1,1,1,1,1,1,1,2,5,1
"228",6,1,5,5,4,4,5,5,5,5,5,5,4,5,4,5,3,5,5,1,1,0,4,4,4,NA,3,3,1,1,4,1,1,"8","4",1,"1",NA,1,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,0,1,2,1,1,0,2,1,2,5,1
"229",3,1,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,3,4,1,1,1,4,4,4,4,2,3,0,1,3,1,0,"5","4",1,"1","1",1,1,4,5,5,4,4,4,4,4,3,4,4,5,5,5,3,2,2,2,2,0,1,1,2,5,1
"230",3,1,3,3,3,4,4,3,4,4,5,5,3,2,4,3,3,2,3,1,1,0,4,4,4,4,2,4,0,0,NA,0,0,"3","0",2,"1","0",1,1,4,5,4,3,2,3,3,3,3,3,4,4,3,4,3,1,1,1,2,0,1,1,2,5,1
"231",1,1,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,1,1,1,4,4,4,4,0,4,0,1,3,1,1,"5","5",1,"16","3",1,1,5,5,5,4,5,5,4,5,4,4,4,5,5,5,2,2,1,2,1,0,2,1,2,5,1
"232",6,1,4,4,4,4,4,3,4,5,4,5,4,4,5,4,2,3,4,1,1,0,4,4,2,0,3,3,1,1,3,1,1,"5","9",2,"7","1",1,1,4,4,5,4,4,4,3,2,3,4,4,4,3,4,0,0,1,2,1,0,2,1,2,5,1
"233",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,4,4,4,4,4,4,0,1,4,1,1,"0","2",2,"2","0",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,3,1,1,1,1,2,5,1
"234",1,1,4,4,4,4,4,4,3,5,5,5,3,3,4,4,4,3,4,1,1,1,4,4,3,3,3,2,0,1,3,0,1,"6","3",1,"4","1",2,1,5,5,5,4,3,3,4,4,3,4,4,4,3,3,1,1,1,1,1,1,1,1,2,5,1
"235",1,1,5,2,3,4,4,3,5,2,5,5,3,4,3,4,5,5,4,2,0,0,4,4,3,3,0,4,0,1,2,0,1,"1","5",0,"1","0",1,1,2,5,5,3,3,3,3,5,4,4,4,4,2,5,2,1,1,1,1,1,1,1,2,5,1
"236",3,1,2,1,2,1,1,1,5,1,5,1,3,1,2,1,1,1,1,1,1,0,4,1,1,2,1,1,1,1,3,0,1,"9","10",1,"3","0",1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,0,2,1,2,4,1
"237",1,1,4,5,4,5,4,4,5,4,4,5,3,3,3,4,4,3,4,2,1,0,3,4,3,3,3,0,1,1,4,0,1,"8","6",1,"1","2",1,1,4,4,5,3,3,2,4,4,3,4,4,4,5,5,1,1,2,2,1,1,1,1,2,5,1
"238",3,1,4,4,4,4,4,4,4,4,3,4,1,1,4,4,5,4,4,2,1,1,4,4,4,4,4,4,0,1,4,1,0,"12","1",1,"5","1",1,1,4,3,4,1,1,4,4,5,4,4,4,4,4,4,1,1,1,1,1,2,1,2,2,5,1
"239",1,1,4,5,5,4,4,3,5,5,5,4,4,3,2,5,2,1,4,1,1,0,4,4,3,3,1,1,0,1,4,1,1,"0","8",1,"0","0",1,1,5,5,4,5,4,4,4,2,1,4,5,5,3,5,2,2,1,1,1,1,1,1,2,5,1
"240",1,1,4,3,3,3,4,4,4,4,3,4,5,4,4,4,3,1,3,1,1,1,4,4,4,1,2,2,0,0,NA,0,1,"10","5",1,"4","1",1,1,4,4,4,4,4,3,3,1,1,3,3,3,4,3,3,3,2,2,2,1,1,1,2,1,1
"241",1,1,4,4,4,4,5,4,5,4,5,4,2,3,5,5,4,4,4,1,1,1,4,4,4,4,3,4,0,1,3,1,1,"5","8",1,"3","2",1,0,4,5,4,2,3,5,5,4,5,4,4,4,4,4,2,2,2,2,2,1,1,1,2,5,1
"242",1,1,4,3,3,3,3,4,4,4,5,4,3,2,2,4,5,5,3,1,1,1,4,4,4,4,4,4,1,1,4,0,1,"10","5",1,"6","2",2,1,4,4,4,3,2,3,3,4,4,3,3,3,4,4,1,NA,2,1,1,1,1,1,2,5,1
"243",1,0,4,2,3,4,4,3,4,4,5,3,2,3,5,4,1,1,3,1,1,1,4,3,4,3,0,0,1,1,3,0,0,"0","2",1,"1","1",2,1,4,4,4,3,3,3,3,2,2,3,4,4,3,4,3,2,1,3,1,1,2,1,2,5,1
"244",1,1,4,3,3,4,4,4,3,4,5,3,3,3,2,3,3,1,3,NA,1,0,3,3,3,2,2,2,0,1,4,0,0,"1","1",0,"1","0",2,1,3,5,3,3,3,2,3,3,1,3,4,4,4,4,2,3,1,1,1,1,1,1,2,5,1
"245",1,1,4,4,4,4,4,5,5,4,5,4,2,3,3,3,4,5,4,1,1,1,3,3,4,4,3,4,1,1,4,1,1,"16","7",1,"10","1",2,1,4,5,4,2,3,4,3,4,4,4,4,4,5,5,2,1,2,2,1,1,1,1,2,5,1
"246",6,1,2,5,4,3,4,5,5,3,5,4,2,4,3,2,5,3,3,1,1,1,3,3,2,0,3,3,0,1,4,1,1,"7","3",1,"3","1",NA,NA,3,5,4,2,3,3,2,5,3,3,3,4,5,5,2,1,2,2,2,0,1,1,2,5,1
"247",1,0,4,3,3,5,4,4,4,4,4,3,4,5,3,3,4,3,3,1,1,0,4,4,3,3,3,3,1,1,4,0,0,"4","8",1,"3","0",4,NA,4,3,3,4,5,3,3,4,2,4,5,4,4,4,2,2,1,1,1,1,1,1,2,5,1
"248",6,1,4,5,4,4,4,4,5,4,5,4,4,4,3,4,5,3,4,1,1,1,3,3,3,4,0,0,0,1,3,1,1,"4","6",1,"5","0",7,1,4,5,4,4,4,3,4,5,3,4,4,5,5,5,2,1,2,1,1,1,1,1,2,5,1
"249",3,1,5,4,4,5,5,5,5,5,5,4,4,4,4,5,4,4,4,1,1,0,NA,4,4,0,0,0,0,0,NA,0,0,"1","8",1,"9","1",1,1,5,5,4,4,4,4,4,4,NA,4,5,5,5,5,1,1,2,1,1,1,2,1,2,5,1
"250",4,1,5,4,5,5,5,5,5,5,5,5,4,5,2,5,4,3,5,2,1,1,4,4,4,4,0,4,1,1,4,0,1,"2","9",1,"49","5",2,1,4,5,5,5,5,3,5,3,4,5,5,5,5,5,2,1,1,1,1,1,2,1,2,5,1
"251",1,1,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,4,5,1,1,1,4,4,4,4,4,3,1,1,4,1,1,"6","3",1,"4","1",NA,1,5,5,5,4,5,4,5,5,4,5,4,5,5,5,0,2,2,2,1,0,2,1,2,5,1
"252",1,1,4,4,4,5,5,5,5,3,4,3,3,5,5,4,4,4,4,1,1,1,4,4,4,4,4,4,1,1,3,0,1,"6","25",1,"8","0",1,1,3,4,3,3,5,5,5,4,4,3,5,5,5,5,1,1,1,2,1,0,2,1,2,5,1
"253",6,1,5,4,5,4,4,4,5,5,5,5,4,4,4,4,2,2,4,1,1,1,4,4,4,3,2,3,0,1,2,1,1,"3","3",1,"3","0",1,1,5,5,5,4,4,4,4,2,2,4,4,4,4,5,1,1,1,3,1,0,1,1,2,5,1
"254",3,1,3,5,4,4,4,4,5,5,5,5,4,4,4,4,5,3,5,1,1,1,4,4,4,4,3,3,1,1,2,0,0,"5","10",1,"1","3",7,1,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,3,3,3,1,1,2,1,2,5,1
"255",NA,0,5,3,4,5,5,5,4,3,4,3,3,4,5,4,4,4,4,0,1,1,4,4,4,4,0,4,1,0,NA,1,1,"0","25",1,"13","5",1,1,3,4,3,3,5,5,4,4,4,4,5,5,5,4,1,1,1,1,2,1,2,1,2,5,1
"256",1,0,2,4,3,3,4,4,4,1,3,3,3,3,1,1,3,2,2,0,0,0,3,2,2,3,0,0,1,1,3,1,0,"2","6",0,"4","0",NA,NA,1,3,3,3,3,1,1,2,2,2,3,4,4,4,0,1,2,3,1,1,2,1,2,5,1
"257",3,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,4,4,4,0,1,4,0,1,"5","8",1,"3","1",1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,0,1,1,1,0,2,1,2,5,1
"258",6,1,5,3,4,5,5,5,5,4,4,5,4,4,5,4,5,5,5,2,1,1,3,3,3,4,4,4,1,1,2,1,1,"5","6",1,"8","3",1,1,3,5,5,4,4,4,4,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,2,5,1
"259",4,1,4,3,4,4,4,4,4,4,4,5,4,4,3,5,2,4,4,1,1,1,3,4,4,2,2,2,1,1,4,0,0,"0","15",0,"18","4",1,1,4,4,5,4,4,2,4,2,4,4,4,4,4,4,2,3,1,1,1,0,2,1,2,5,1
"260",3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,0,4,4,4,4,4,4,1,0,NA,0,0,"5","2",1,"3","2",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,1,1,1,2,5,1
"261",1,0,5,4,4,5,5,5,5,4,4,3,5,5,5,5,5,5,5,1,1,0,4,4,4,4,0,4,1,1,4,1,0,"2","10",1,"3","1",2,1,4,4,3,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,2,5,1
"262",1,1,4,3,4,4,4,4,5,4,5,4,4,4,5,5,2,5,4,1,1,1,4,4,3,3,3,3,1,1,3,1,1,"approximately 10","0",2,"0","5",1,1,4,5,4,4,4,5,3,2,4,4,4,4,4,5,1,3,1,1,1,1,1,1,2,5,1
"263",3,1,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,1,0,0,3,3,3,3,2,2,1,0,NA,0,0,"5","8",1,"1","2",1,1,4,3,4,4,4,4,3,4,3,4,4,4,4,4,1,2,2,2,1,0,2,1,2,5,1
"264",1,1,5,3,4,4,4,4,4,5,4,4,3,4,3,3,2,3,NA,2,1,0,4,NA,4,3,2,0,1,1,4,0,1,"6","5",1,"2","1",1,1,4,3,4,3,4,3,3,3,3,4,4,4,4,4,2,2,2,2,1,1,1,1,2,5,1
"265",3,1,4,5,4,2,3,5,5,4,4,4,4,4,3,2,3,4,4,1,1,0,2,2,3,1,1,1,1,0,NA,0,1,"12","5",1,"1","0",4,1,4,4,4,5,4,3,2,3,4,4,2,3,4,5,3,2,2,2,1,1,2,1,2,5,1
"266",1,0,4,4,4,5,4,5,5,3,5,4,4,4,4,5,3,3,4,1,1,0,4,4,4,4,4,4,0,1,4,1,0,"0","8",1,"2","0",2,NA,3,5,4,4,4,4,5,3,4,4,5,4,5,5,1,1,2,1,2,1,2,1,2,5,1
"267",1,0,4,4,4,3,3,3,3,3,4,4,5,5,5,4,1,5,5,1,1,1,4,4,4,4,0,4,1,1,4,1,1,"5","10",1,"2","0",2,1,3,4,4,4,5,5,5,1,5,5,3,3,3,3,1,1,1,2,1,1,1,1,2,5,1
"268",1,0,3,2,3,5,5,3,4,3,2,3,3,3,4,3,2,2,NA,2,1,0,4,4,4,3,3,3,0,0,NA,1,1,"0","0",2,"0","0",2,1,3,2,3,3,3,3,5,3,2,3,5,4,3,4,3,3,2,2,1,1,2,1,2,5,1
"269",1,0,5,4,4,5,5,3,2,3,3,5,4,5,5,5,3,2,4,1,1,1,4,4,4,4,4,4,0,1,4,1,1,"4","6",1,"1","0",2,1,4,3,4,4,5,5,5,3,5,5,4,4,2,2,3,3,1,1,1,1,1,1,2,5,1
"270",6,1,4,3,2,4,4,3,5,4,5,5,1,2,1,2,1,2,2,1,1,0,3,3,1,2,2,2,1,1,1,0,1,"7","7",0,"1","1",1,1,4,5,5,1,2,1,2,1,2,3,4,5,3,5,1,1,2,2,2,1,1,1,2,5,1
"271",3,1,4,4,4,3,3,4,5,4,4,4,4,4,3,3,5,4,4,1,1,1,3,4,3,3,3,2,0,0,NA,0,1,"4","3",1,"1","1",7,1,4,4,4,4,4,4,3,5,3,3,3,4,5,5,1,2,2,1,1,1,1,1,2,5,1
"272",1,1,4,2,4,4,5,3,4,5,5,5,4,4,4,4,5,4,4,1,1,0,4,4,4,4,4,4,0,1,3,0,1,"4","4",0,"2","1",1,1,5,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,5,1
"273",6,1,4,3,4,5,5,3,4,4,3,4,5,4,5,4,2,2,4,1,1,0,4,4,3,0,4,4,0,1,3,1,1,"2","3",1,"2","0",NA,1,4,3,4,5,4,5,3,2,3,4,4,4,3,4,2,1,1,1,1,1,1,1,2,5,1
"274",5,0,5,3,4,4,4,4,5,5,5,5,3,3,5,3,5,2,4,2,0,0,4,4,4,3,0,0,1,1,4,1,1,"0","12",1,"5","0",2,1,5,5,5,3,3,5,3,5,2,4,4,4,4,5,3,2,1,1,1,0,1,1,2,5,1
"275",6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,4,4,4,4,3,0,1,4,1,1,"4","4",0,"5","2",4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,1,1,2,0,1,1,2,5,1
"276",3,1,4,3,3,4,4,5,4,5,5,5,3,4,4,4,5,4,4,1,1,0,3,3,3,4,3,3,0,0,NA,0,1,"10","6",1,"2","0",1,1,4,5,5,4,4,4,4,5,4,5,4,5,5,5,2,3,2,2,1,0,1,1,2,5,1
"277",1,0,4,4,4,4,3,5,5,4,4,3,5,4,5,5,4,4,4,1,1,1,4,4,4,4,4,4,1,1,2,1,1,"0","4",1,"0","3",2,1,3,4,3,4,3,5,5,4,4,4,4,4,4,5,3,3,1,1,1,0,2,1,2,5,1
"278",3,1,5,2,4,5,5,3,5,4,5,5,4,4,4,4,3,5,4,2,1,1,4,4,4,0,0,0,0,0,NA,0,0,"5","7",0,"1","1",1,1,5,5,5,4,4,4,4,3,5,4,5,5,4,5,3,3,2,1,2,0,1,1,2,5,1
"279",6,1,3,5,5,3,4,4,5,4,5,5,3,3,5,5,4,3,4,1,1,1,4,4,4,3,4,4,0,0,NA,0,0,"0","2",1,"5","3",4,1,4,5,5,3,3,5,5,5,3,4,3,4,5,5,2,1,1,1,1,0,1,1,2,5,1
"280",1,1,4,2,3,4,5,4,4,3,5,5,3,4,4,4,2,3,3,1,0,0,4,4,4,3,3,3,1,1,4,0,1,"12","9",1,"3","0",2,1,3,5,5,3,4,4,3,2,3,3,4,5,4,4,1,2,1,2,1,1,2,1,2,5,1
"281",1,1,5,4,4,4,4,2,4,4,5,5,4,5,4,4,4,3,4,1,1,1,3,4,3,4,4,4,0,1,3,0,1,"20","7",1,"6","1",1,1,4,5,4,4,4,4,3,4,4,4,4,4,2,4,3,1,1,2,2,0,1,1,2,5,1
"282",1,1,3,3,3,4,3,4,4,3,4,3,2,4,3,2,5,2,3,2,1,1,2,3,4,0,0,3,0,1,3,0,0,"9","2",1,"2","1",1,1,3,4,3,2,4,3,2,5,2,3,4,3,4,4,1,1,1,2,1,1,1,1,2,5,1
"283",1,0,4,2,3,4,4,2,3,4,5,2,2,5,5,4,5,1,3,1,1,1,4,4,4,4,4,3,1,1,4,1,0,"1","1",0,"2","0",2,1,4,5,3,2,5,5,3,4,1,3,4,4,1,3,2,3,1,1,1,1,1,1,2,5,1
"284",6,1,4,3,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,1,1,0,4,4,3,4,3,3,0,1,3,0,1,"5","6",1,"10","2",1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,1,1
"285",6,1,4,5,4,3,5,5,5,4,5,5,4,4,5,5,3,3,4,1,1,0,4,3,2,4,2,3,0,1,4,1,1,"4","3",1,"1","1",1,1,5,5,5,4,4,4,NA,3,4,4,4,5,5,5,1,1,2,1,1,1,1,1,2,5,1
"286",6,1,4,4,5,4,4,3,3,4,4,5,4,4,4,4,5,5,5,1,1,0,4,4,4,4,4,4,1,1,3,0,0,"4","7",1,"10","1",1,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,1,1,2,1,1
"287",3,1,5,4,5,5,5,4,4,5,3,5,4,3,2,3,4,3,3,1,1,1,4,4,4,4,4,4,0,0,NA,0,1,"7","6",1,"5","2",NA,1,5,3,5,3,4,2,4,4,3,3,4,4,4,4,0,3,2,2,1,0,2,1,2,5,1
"288",1,1,4,3,4,4,4,2,3,5,5,4,5,5,5,4,1,4,5,1,1,1,4,4,4,4,0,4,1,1,3,0,1,"12","8",1,"0","0",2,0,5,5,4,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,2,1,1,1,2,1,2,1,2,5,1
"289",1,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,1,4,0,1,0,3,3,4,3,1,2,0,1,4,1,1,"0","3",1,"0","0",2,1,4,4,5,5,5,5,5,4,2,4,5,5,5,5,3,1,1,1,1,0,2,1,2,5,1
"290",3,1,4,4,4,5,4,5,5,4,5,5,4,4,3,4,2,3,4,2,1,0,4,3,3,2,2,2,1,0,NA,0,0,"11","2",2,"2","1",1,1,4,5,5,4,4,3,4,2,2,4,5,4,5,5,1,2,2,2,1,1,2,1,2,5,1
"291",1,0,4,4,4,5,5,5,5,3,3,4,5,5,3,4,5,2,5,1,1,0,4,4,4,3,3,3,1,1,4,0,0,"1","7",1,"0","1",NA,NA,3,3,4,5,5,3,5,5,2,NA,5,5,5,5,2,3,1,1,1,0,2,1,2,5,1
"292",2,0,4,2,4,4,4,4,4,4,5,4,4,5,4,5,3,4,4,1,1,1,4,4,4,4,4,4,1,1,4,1,1,"4","35",1,"10","3",1,1,4,5,4,4,4,4,4,2,3,4,4,4,4,4,1,2,2,1,1,1,3,1,2,5,1
"293",6,1,2,3,1,3,3,3,4,3,3,3,2,2,1,2,2,1,1,1,1,0,1,2,2,2,1,1,1,1,4,1,0,"5","7",1,"1","0",1,1,2,3,2,1,2,1,1,2,1,1,3,3,3,4,0,1,3,2,1,0,2,1,2,5,1
"294",3,1,3,3,3,4,4,4,4,4,3,2,3,3,2,1,4,1,3,0,0,0,4,4,4,4,4,3,0,0,NA,0,1,"0","1",0,"3","2",2,1,3,3,2,3,3,2,2,4,2,3,4,4,4,4,3,2,1,1,1,1,1,1,2,5,1
"295",1,1,3,2,3,4,4,3,4,4,2,4,4,2,2,3,3,5,3,1,1,0,4,2,2,4,2,2,0,1,3,0,0,"5","2",1,"0","1",1,1,4,2,3,4,2,2,3,3,5,3,5,4,3,4,2,1,2,2,1,1,1,1,2,5,1
"296",1,1,3,3,3,3,3,2,5,4,3,2,3,3,3,4,3,1,3,2,1,0,4,4,4,4,2,3,1,1,2,0,1,"0","12",1,"17","4",4,1,4,4,3,3,2,3,3,3,2,3,3,3,2,5,1,1,3,3,2,1,2,1,2,5,1
"297",1,0,2,1,2,2,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,1,3,3,3,2,2,0,1,1,3,0,0,"0","2",0,"1","0",2,1,1,5,2,2,2,1,2,1,1,1,2,1,1,1,3,1,3,2,1,1,2,1,2,5,1
